HASTUS_ID,TRANSLINK_ID,DESCRIPTION,STREET_NAME,NEAREST_CROSS_STREET,EASTING,NORTHING,LATITUDE,LONGITUDE,SUBURB,BUS_STOP_TYPE,TACTILE_GROUND_SURF_INDICAT (Y/N),BOARDING_POINT,ROAD_GRADIENT,CROSS_FALL,DATE_OF_LAST_AUDIT
10194,304604,Lindisfarne St,Bedivere St,Lindisfarne St,510667.6,6958907.1,-27.493423,153.107995,CARINDALE,Regular,Y,, , ,19/06/2009
10195,304881,Buzacott Street - 48A,Gallipoli Rd,Buckley St,509617.2,6957329.4,-27.507674,153.097374,CARINA HEIGHTS,Intermediate,Y,Medium,Medium,Easy,20/07/2012
10196,300928,Parkview - 14,Edmondstone Rd,Wickham Gr,504063.4,6964500.6,-27.44296,153.041118,BOWEN HILLS,Regular,Y,Hard,Easy,Easy,19/01/2012
10197,300929,Parkview - 14,Edmondstone Rd,Wickham Gr,504080.1,6964445.8,-27.443455,153.041287,BOWEN HILLS,Regular with seat,Y,Easy, , ,19/01/2012
10198,301890,"Aspley Bowl"""""""" Albany Creek Rd",Albany Creek Rd,Railton St,500847.7,6973390.4,-27.362708,153.008572,ASPLEY,Regular with seat,Y,Easy,Easy,Medium,31/07/2011
10199,301888,"Aspley Bowl"""""""" Albany Creek Rd",Albany Creek Rd,Railton St,500845.9,6973423.7,-27.362408,153.008554,ASPLEY,Regular,N,,Hard,Medium,26/03/2007
10200,305518,Barney Street - 70/71,Pinelands Rd,Barney St,505887.9,6947775.3,-27.593948,153.059661,SUNNYBANK HILLS,Regular with seat,Y,Medium,Easy,Medium,27/11/2009
10201,305492,Barney Street - 70/71,Pinelands Rd,Barney St,505854,6947766,-27.594033,153.059318,SUNNYBANK HILLS,Intermediate,N,Easy,Easy,Hard,24/05/2007
10202,,Beaudesert Road - 21, , ,504373.3,6946469.7,-27.605741,153.044319,CALAMVALE, , ,, , ,
10203,,Beaudesert Road - 21, , ,504325.6,6946582.9,-27.604719,153.043835,SUNNYBANK HILLS, , ,,Easy,Medium,
10204,,Sunnybank Hills Shops - 83,COMPTON RD, ,505632.4,6945833.9,-27.611476,153.057082,SUNNYBANK HILLS, , ,, , ,
10205,305488,Sunnybank Hills Shops - 83,Compton Rd,Calam Rd,505666.8,6945799.3,-27.611788,153.05743,CALAMVALE,Regular,N,,Easy,Hard,28/06/2011
10206,,Gowan Road - 36,GOWAN RD, ,505999.3,6945071,-27.618362,153.060804,STRETTON, , ,, , ,
10207,,Penson Street - 34,PENSON ST, ,506177.9,6945532.2,-27.614197,153.062611,STRETTON, , ,Easy,Easy, ,
10208,305479,Frizzell Street - 85,Compton Rd,Gowan Rd,506259.4,6945872.1,-27.611128,153.063436,RUNCORN,Regular,N,Easy,Medium,Easy,24/05/2007
10209,305484,Frizzell Street - 85,Compton Rd,Gowan St,506213,6945836,-27.611455,153.062966,STRETTON,Regular,Y,Hard,Medium,Easy,24/05/2007
10210,305480,Kyabra Street - 86,Compton Rd,Kyabra St,506791.1,6945860.2,-27.611233,153.068824,RUNCORN,Regular,Y,Easy,Easy,Easy,24/05/2007
10211,,Kyabra Street - 86, , ,506845,6945818.4,-27.61161,153.069371,STRETTON, , ,, , ,
10212,,Park - 87,ROOSEVELT DR, ,507018.1,6945737,-27.612344,153.071125,STRETTON, , ,, , ,
10213,305421,Park - 87,Roosevelt Dr,Eisenhower St,506980.9,6945736,-27.612354,153.070748,STRETTON,Regular with seat,Y,Easy,Easy,Hard,22/05/2007
10214,305423,Eisenhower Street - 88,Eisenhower St,Hoover Ct,507042.4,6945539.9,-27.614124,153.071373,STRETTON,Regular,Y,Easy,Medium,Medium,26/11/2010
10215,,Roosevelt Street - 88,ROOSEVELT DR, ,506942.4,6945505.4,-27.614436,153.07036,STRETTON, , ,, , ,
10216,305425,Washington Place - 90,Harrison St,Washington Pl,507037.1,6945037.5,-27.618659,153.071322,STRETTON,Regular,Y,Easy,Medium,Medium,26/11/2010
10217,305424,Truman Court - 89,Harrison St,Truman Ct,507086.6,6945329.2,-27.616026,153.071822,STRETTON,Regular,Y,Easy,Easy,Medium,26/11/2010
10218,,Penson Street - 33,PENSON ST, ,506869.8,6945409.5,-27.615302,153.069624,STRETTON, , ,Easy,Easy,Medium,
10219,,Penson Street - 33,ROOSEVELT DR, ,506896.2,6945418,-27.615225,153.069892,STRETTON, , ,,Easy,Hard,
10220,,Penson Street - 34,PENSON ST, ,506158.6,6945523.2,-27.614279,153.062416,STRETTON, , ,,Easy,Hard,
10221,,"Calamvale North"""""""" Gowan Road",GOWAN RD, ,506042.7,6945336.9,-27.615961,153.061242,STRETTON, , ,, , ,
10222,,Monkton St fs Cranham St - District Stop,MONKTON ST, ,504836.8,6954499,-27.533252,153.048984,TARRAGINDI, , ,, , ,
10223,302198,Quandeine Street - 34,Appleby Rd,Minimine St,500856.5,6968611.6,-27.405852,153.008664,STAFFORD,Regular with seat,Y,Medium,Easy,Medium,3/04/2007
10224,,Gowan Road - 36,GOWAN RD, ,505989.9,6945100.7,-27.618094,153.060708,CALAMVALE, , ,, , ,
10225,305410,"Pennant Hills"""""""" Gowan Road",Gowan Rd,Lacebark St,505942.7,6944720.2,-27.621529,153.060232,STRETTON,Regular,Y,Easy,Easy,Hard,27/03/2011
10226,304758,Sage Street - 41,Stanley Rd,Sage St,508999.4,6959437.3,-27.488648,153.091103,CARINA,Intermediate,Y,Medium,Hard,Medium,22/05/2007
10227,304759,Lunga Street - 40,Stanley Rd,Broadway St,508743,6959478,-27.488282,153.088507,CARINA,Intermediate,Y,Medium,Hard,Easy,20/07/2012
10228,,"Coorparoo Secondary College"""""""" Stanley Street East", , ,505409.9,6959599.3,-27.487205,153.054765,COORPAROO, , ,, , ,
10229,301976,Martindale Street - 47,Stringybark Rd,Martindale St,500589.2,6972152.6,-27.373884,153.005958,ASPLEY,Regular with seat,Y,Medium,Easy,Medium,28/11/2011
10230,304700,St Thomas Primary - 31,Perth St,Joseph St,507213.5,6959682.4,-27.486446,153.073022,CAMP HILL,Intermediate,Y,Easy,Medium,Easy,21/05/2007
10231,,Darcy Road - 40,OATESON SKYLINE DR, ,507022.7,6960510.7,-27.478969,153.071086,SEVEN HILLS, , ,, , ,
10232,,"Carina Depot"""""""" Creek Road",CREEK RD, ,509943.5,6959356.8,-27.489368,153.100661,CARINA, , ,, , ,
10233,304795,Carindale Tennis Centre - 46,Creek Rd,Robbies Av,509839.4,6959561.6,-27.48752,153.099605,CARINA,Regular with seat,Y,Medium,Easy,Hard,16/05/2008
10234,304796,Fursden Road - 47,Creek Rd,Fursden Rd,509747.3,6959739.5,-27.485915,153.098672,CARINA,Regular with seat,Y,Medium,Easy,Easy,20/07/2012
10235,304798,Creek Rd at Foxmont St,Creek Rd,Foxmont Dr,509440.3,6960362.8,-27.48029,153.095559,CARINA,Intermediate,Y,Medium,Easy,Hard,22/05/2007
10236,,Heflin Street,FELSTEAD ST, ,499555.8,6969168.4,-27.400825,152.995507,EVERTON PARK, , ,, , ,
10237,,Heflin Street,FELSTEAD ST, ,499541,6969185.1,-27.400674,152.995357,EVERTON PARK, , ,, , ,
10238,,"Cannon Hill"""""""" Creek Road",CREEK RD, ,509484.8,6961437.9,-27.470583,153.096001,CANNON HILL, , ,, , ,
10240,305795,Wambool Street - 31,Oxford St,Wambool St,505816.8,6963583.5,-27.451234,153.058865,BULIMBA,Intermediate,Y,Hard,Easy,Easy,29/05/2007
10241,303085,"Avondale""""""""",Nottingham Rd,Menser St,503423.3,6943934.2,-27.628634,153.034699,CALAMVALE,Regular,Y,Easy,Easy,Easy,15/06/2012
10242,,Carraway Street - 6, , ,501372.5,6963222,-27.454509,153.01389,KELVIN GROVE, , ,Medium,Medium,Easy,
10243,,'Holding Stand' TANK ST -A- NORTH QUAY,TANK ST, ,501956.6,6961658.9,-27.46862,153.019804,BRISBANE CITY, , ,, , ,
10244,303089,"Avondale""""""""",Nottingham Rd,Avondale Cr,503304.1,6943947.5,-27.628514,153.033491,PARKINSON,Regular with seat,Y,Medium,Medium,Medium,15/06/2012
10245,,Jack Cook Park - 18/19,GAILEY RD, ,499087.7,6958819.1,-27.494259,152.990764,TARINGA, , ,, , ,
10246,,Jack Cook Park - 18/19,INDOOROOPILLY RD, ,499106.5,6958851.6,-27.493965,152.990954,TARINGA, , ,Medium,Easy,Easy,
10247,,Kyeema Crescent - 57,KYEEMA CRES, ,502369.9,6979424.3,-27.308232,153.023952,BALD HILLS, , ,, , ,
10248,,Keats St F/S Hawtree St,KEATS ST, ,501887.2,6954099.7,-27.536864,153.019113,MOOROOKA, , ,, , ,
10249,,Mantias Street - 56,ARNICA CRES, ,501891,6979617.1,-27.306492,153.019112,BALD HILLS, , ,, , ,
10250,,Arnica Crescent - 57,ARNICA CRES, ,501625.8,6979684.1,-27.305887,153.016431,BALD HILLS, , ,, , ,
10251,,Chasely Street - 8, , ,500009.7,6960628.4,-27.477925,153.000098,AUCHENFLOWER, , ,, , ,
10252,,Sizer Street,FELSTEAD ST, ,499394.8,6969195.5,-27.400581,152.993878,EVERTON PARK, , ,, , ,
10253,,Sizer Street,FELSTEAD ST, ,499385.9,6969211.2,-27.400439,152.993788,EVERTON PARK, , ,, , ,
10255,,"Grange - Days"""""""" Days Road",THOMAS ST, ,501483.8,6966370.8,-27.426081,153.015012,GRANGE, , ,Medium,Easy,Easy,
10256,,"Dorville North"""""""" Dorville Road",DORVILLE RD, ,502200,6975183,-27.346523,153.022243,CARSELDINE, , ,, , ,
10257,,"Carseldine Station"""""""" Zone A",BEAMS RD, ,502823.8,6975052.2,-27.347703,153.02855,CARSELDINE, , ,, , ,
10258,301169,"Denver East"""""""" Dorville Road",Dorville Rd,Denver Rd,502112.1,6974599.2,-27.351794,153.021355,CARSELDINE,Intermediate,Y,Medium,Easy,Medium,26/04/2007
10259,301170,"Denver East"""""""" Dorville Road",Dorville Rd,Denver Rd,502118.7,6974707.2,-27.350819,153.021421,CARSELDINE,Regular with seat,Y,Easy,Medium,Hard,26/04/2007
10260,305220,Baron St - 18,Juliette St,Earl St,504069.4,6957685.9,-27.504483,153.041201,GREENSLOPES,Intermediate,N,, , ,24/05/2007
10261,303126,Benton Street - 67,Alderwood St,Watson Rd,501925.2,6948170.8,-27.590389,153.019507,ACACIA RIDGE,Regular,N,, , ,29/03/2007
10262,304948,Rossmore Ave - 32,Chatsworth Rd,Rossmore Av,506406.8,6957654,-27.504762,153.064867,COORPAROO,Regular with seat,N,, , ,20/07/2012
10263,,Junction Road - 3,CHILDS ST, ,505880.9,6967465.4,-27.416187,153.059495,CLAYFIELD, , ,Hard,Easy,Medium,
10264,,Junction Road - 3,JUNCTION RD, ,505899.1,6967476.8,-27.416084,153.059679,CLAYFIELD, , ,Hard,Medium,Hard,
10265,,Junction Road - 4,JUNCTION RD, ,506106.7,6967431.6,-27.416492,153.061779,CLAYFIELD, , ,, , ,
10266,,Junction Road - 4,JUNCTION RD, ,506108,6967445.6,-27.416365,153.061792,CLAYFIELD, , ,Hard,Easy,Hard,
10267,,Junction Road - 5,JUNCTION RD, ,506295.8,6967415.5,-27.416636,153.063692,CLAYFIELD, , ,, , ,
10268,,Liberty Dve,HANDFORD RD, ,503989,6975085.4,-27.3474,153.04033,TAIGUM, , ,, , ,
10269,,Liberty Dve,HANDFORD RD, ,504012.3,6975139.6,-27.346911,153.040566,TAIGUM, , ,, , ,
10270,302370,Alderley Junction - 26,Samford Rd,Elgin St,500044.2,6966458.3,-27.425292,153.000447,ALDERLEY,Regular with seat,Y,Medium,Easy,Easy,10/04/2007
10271,302371,Musgrave Terrace - 27,Samford Rd,Musgrave Tce,499840.9,6966555.9,-27.424411,152.99839,ALDERLEY,Intermediate,Y,Medium,Medium,Medium,24/05/2010
10272,302372,Camborne Street - 28,Samford Rd,Camborne St,499570.6,6966629.6,-27.423746,152.995656,ENOGGERA,Intermediate,Y,Medium,Easy,Easy,10/04/2007
10273,302373,Bond Street - 29,Samford Rd,Bond St,499260.1,6966704.3,-27.423071,152.992514,ENOGGERA,Regular with seat,N,,Medium,Medium,10/04/2007
10283,,Adair Street,STRATHPINE RD, ,500582.5,6978481.9,-27.316742,153.005888,BALD HILLS, , ,, , ,
10284,300414,Strathpine/Lucy,Strathpine Rd,Lucy St,500913.2,6978426,-27.317246,153.00923,BALD HILLS,Regular,Y,Medium,Easy,Hard,14/03/2007
10285,300411,Parer Street,Hoyland St,Kluver St,501637.3,6978455.9,-27.316976,153.016549,BALD HILLS,Regular,Y,Medium,Easy,Easy,13/03/2007
10286,300410,Parer Street,Hoyland St,Dresden St,501627.1,6978413.1,-27.317362,153.016446,BALD HILLS,Intermediate,N,Medium,Easy,Easy,13/03/2007
10287,300194,"St Flannans"""""""" Beams Road",Beams Rd,St Flannans Catholic School,503831.1,6974777.4,-27.350181,153.038735,ZILLMERE,Intermediate,Y,Easy,Medium,Hard,30/03/2012
10288,304080,Hyde-Rome St Nth - 27,Hyde Rd,Lily Av,501044.4,6956987.6,-27.510793,153.010575,YERONGA,Intermediate,Y,Hard,Medium,Medium,1/05/2007
10289,301375,Castle Street,Castle St,Seabrook St,503213,6968831.4,-27.403864,153.032501,KEDRON,Intermediate,Y,Easy,Medium,Hard,20/01/2011
10290,,Kitchener Road - 9,KITCHENER RD, ,506237.5,6966487.2,-27.425017,153.063107,ASCOT, , ,Easy,Easy,Easy,
10291,,Kitchener Road - 9,KITCHENER RD, ,506240.5,6966592.6,-27.424065,153.063137,ASCOT, , ,, , ,
10292,,Kitchener Road - 10,KITCHENER RD, ,506195.6,6966213.5,-27.427488,153.062685,ASCOT, , ,, , ,
10293,,Kitchener Road - 10,KITCHENER RD, ,506178.6,6966181.8,-27.427774,153.062513,ASCOT, , ,, , ,
10294,,Kitchener Road - 11,KITCHENER RD, ,506152.4,6965913,-27.430201,153.062249,ASCOT, , ,, , ,
10295,,Kitchener Road - 11,KITCHENER RD, ,506146.5,6965968.5,-27.4297,153.062189,ASCOT, , ,, , ,
10299,302163,Oates Street,Mawson St,Evans St,502360.5,6969121.3,-27.401248,153.023877,KEDRON,Regular with seat,Y,Medium,Easy,Medium,19/11/2010
10300,,Kavavagh Road - District Stop,KAVANAGH RD, ,509975.2,6951725,-27.558267,153.101045,WISHART, , ,, , ,
10301,,Kadumba - 22,KADUMBA ST, ,501668.3,6956426.2,-27.515861,153.016893,YERONGA, , ,, , ,
10302,305668,Wishart Rd - 76,Wishart Rd,Elkana Pl,509860.6,6952823.7,-27.548349,153.099875,WISHART,Regular,Y,Easy,Medium,Easy,20/03/2010
10303,304996,"Moorooka South"""""""" Beaudesert Road",Beaudesert Rd,Muriel Av,501977.9,6953230.4,-27.544712,153.020033,MOOROOKA,Intermediate,N,, , ,23/05/2007
10304,305635,Wishart Rd - 76,Wishart Rd,Elkana Pl,509866,6952810.7,-27.548466,153.09993,WISHART,Intermediate,N,Hard,Easy,Easy,28/05/2007
10305,302455,DAWSON / LINK,Dawson Pde,Kane St,496254.1,6968412.8,-27.407642,152.962107,KEPERRA,Regular,N,,Easy,Hard,10/04/2007
10306,300434,"QEII Hospital"""""""" Troughton Road",Troughton Rd,Kessels Rd,504997.6,6951590.9,-27.559505,153.050624,COOPERS PLAINS,Intermediate,Y,Medium,Medium,Medium,27/03/2011
10307,305967,Delavan St Park - 85,Delavan St,Cummin St,509524.3,6951375.4,-27.561427,153.09648,WISHART,Intermediate,Y,Hard,Medium,Medium,30/05/2007
10308,301019,Llewellyn Street,Sydney St,Sargent St,504369.3,6961222.6,-27.472553,153.044225,NEW FARM,Regular with seat,Y,Easy,Easy,Easy,1/11/2011
10309,306335,Bardsley Avenue - 20,Logan Rd,Bardsley Av,504818.2,6957605.3,-27.505209,153.048783,GREENSLOPES,Intermediate,N,, , ,4/06/2007
10310,305923,Mt Gravatt Corner - 44,Logan Rd,Mt Gravatt Capalaba Rd,507970.8,6951677.1,-27.558713,153.080741,UPPER MOUNT GRAVATT,Regular with seat,Y,Hard,Easy,Hard,30/05/2007
10311,302456,Grovelly Station,Dawson Pde,Blaker Rd,496223.6,6968725.8,-27.404816,152.9618,KEPERRA,Regular,N,, , ,19/05/2008
10312,,Nemies Rd at Runcorn Hts Sch - District Stop,NEMIES RD, ,506833.8,6946614.8,-27.604421,153.069253,RUNCORN, , ,, , ,
10313,304922,Kelsey Street - 35,Newman Av,Kelsey St,506834.7,6958418.4,-27.497859,153.069195,CAMP HILL,Regular,Y,Medium,Hard,Easy,19/06/2009
10314,300497,"QEII Hospital"""""""" Troughton Road",Troughton Rd,Middle St,504975.6,6951544.9,-27.559921,153.050402,COOPERS PLAINS,Premium,Y,Medium,Hard,Medium,27/03/2011
10315,305646,Wemvern Street - 74,Wemvern St,Sunnydale St,508847,6952886.5,-27.547789,153.089608,UPPER MOUNT GRAVATT,Intermediate,N,Medium,Hard,Hard,28/05/2007
10316,303623,York Street - 29,York St,Prince St,497799.5,6958719.5,-27.495156,152.977723,INDOOROOPILLY,Regular,N,,Medium,Easy,12/04/2007
10317,,Walpole St - 44A,LAZENBY ST, ,500131.2,6970715.6,-27.386857,153.001327,MCDOWALL, , ,, , ,
10318,301015,Elystan Street,Elystan Rd,Mark St,504843.1,6961324.5,-27.471632,153.04902,NEW FARM,Regular,Y,Easy,Hard,Hard,1/11/2011
10319,,Rode Road - District Stop,RODE RD, ,502728.8,6970035,-27.392999,153.0276,CHERMSIDE, , ,, , ,
10320,,Villiers Street - 18,VILLIERS ST, ,504890.7,6962398.6,-27.461935,153.049498,TENERIFFE, , ,, , ,
10321,,Montague Road - 3A,MONTAGUE RD, ,501511.7,6961392.2,-27.471028,153.015301,SOUTH BRISBANE, , ,, , ,
10322,,Soudan Street - 24,BENT ST, ,498036.6,6959923.7,-27.484285,152.980125,TOOWONG, , ,, , ,
10323,,Ashgrove - Harry Street - 27,STEWART RD, ,499234.5,6964328.2,-27.444523,152.992254,ASHGROVE, , ,Medium,Hard,Medium,
10324,303809,Exmouth Street - 26,Exmouth St,Camp St,497740.9,6959873.9,-27.484734,152.977131,TOOWONG,Regular,N,Medium,Hard,Hard,17/04/2007
10325,300937,James Street - 9,James St,Arthur St,504058.1,6962883.1,-27.457563,153.04107,FORTITUDE VALLEY,Regular with seat,N,Easy,Easy,Medium,23/04/2007
10326,305482,Compton Road @ Piccadilly Way,Compton Rd,Piccadilly Wy,507202.4,6945753.1,-27.612198,153.072993,STRETTON,Intermediate,N,Easy,Medium,Easy,24/05/2007
10327,,Kerry/Beatty - 52,KERRY RD, ,501484.2,6950257.6,-27.571551,153.015036,ARCHERFIELD, , ,, , ,
10328,300482,Kerry/Beatty - 52,Kerry Rd,Beatty Rd,501473.8,6950271.7,-27.571423,153.014931,ARCHERFIELD,Regular,Y,Easy,Easy,Medium,30/05/2011
10329,,"Brisbane Forest Park"""""""" Mt Nebo Road",MT NEBO RD, ,492747.2,6964630.1,-27.441778,152.926609,ENOGGERA RESERVOIR, , ,, , ,
10330,,Hawthorne Street - 13,MERTHYR RD, ,504913.9,6962237,-27.463393,153.049733,NEW FARM, , ,, , ,
10331,300951,Saratoga - 13A,Macquarie St,Hastings St,504944,6962489.6,-27.461113,153.050037,TENERIFFE,Regular with seat,Y,Easy,Easy,Easy,23/04/2007
10332,,Hawthorne Street - 13,MERTHYR RD, ,504938.7,6962244,-27.46333,153.049984,NEW FARM, , ,, , ,
10333,,PAYNE / PARKVIEW,PAYNE RD, ,495254.6,6963772.8,-27.449529,152.951978,THE GAP, , ,, , ,
10334,,Goodall Street,STRATHMORE ST, ,502728.5,6968876.1,-27.403461,153.0276,KEDRON, , ,, , ,
10335,305902,Raff Ave - 25,Logan Rd,Raff Av,505374.9,6956685.4,-27.513511,153.054424,GREENSLOPES,Intermediate,Y,Medium,Easy,Hard,30/05/2007
10336,302048,Cole Street - 27,Cole St,Elfreda St,499568.3,6966102.1,-27.428508,152.995632,ALDERLEY,Intermediate,Y,Medium,Medium,Medium,1/08/2008
10337,,Wattle Street - 35,MAWSON ST, ,501973.1,6969163.6,-27.400867,153.019958,STAFFORD HEIGHTS, , ,, , ,
10338,302041,Cole Street - 27,Cole St,Hilda St,499558,6966113.3,-27.428407,152.995528,ALDERLEY,Regular with seat,Y,Easy,Medium,Easy,19/01/2012
10339,,Chisholm Street,SCOTT ST, ,502057.8,6969002,-27.402326,153.020815,STAFFORD HEIGHTS, , ,, , ,
10340,302122,Chisholm Street,Scott St,Chisholm St,502094.2,6968983.7,-27.402491,153.021184,STAFFORD HEIGHTS,Regular,N,,Medium,Hard,30/03/2007
10341,305903,C.B. Mott Park - 26,Logan Rd,Poet St,505598.2,6956486.7,-27.515304,153.056685,HOLLAND PARK,Intermediate,Y,Medium,Easy,Hard,20/01/2011
10342,302047,Cole - Lloyd - 28,Cole St,Edith St,499598.1,6966283,-27.426875,152.995934,ALDERLEY,Regular with seat,Y,Medium,Hard,Easy,1/08/2008
10343,300959,Hastings Street,Kingholme St,Hastings St,504816,6962481.9,-27.461183,153.048741,TENERIFFE,Regular,Y,Easy,Easy, ,19/01/2012
10344,302042,Cole - Lloyd - 28,Cole St,Edith St,499586.2,6966284.2,-27.426864,152.995813,ALDERLEY,Regular with seat,Y,Medium,Easy,Easy,19/11/2010
10345,,Holland Road - 43A,LOGAN RD, ,506291.7,6955892,-27.52067,153.063711,HOLLAND PARK, , ,, , ,
10346,305252,Greenmount Avenue - 45,Holland Rd,Murton Av,506849.8,6956288.2,-27.517091,153.06936,HOLLAND PARK,Regular,N,Medium,Hard, ,24/05/2007
10347,,Rowton Street - 47,ROWTON ST, ,507118.6,6955943.3,-27.520203,153.072084,HOLLAND PARK, , ,Medium,Hard,Medium,
10348,,Lestrange Terrace Zone D, , ,501267.5,6963839.6,-27.448933,153.012827,KELVIN GROVE, , ,, , ,
10349,,Elgar Street - 47A,ELGAR ST, ,506992.1,6955854.5,-27.521005,153.070803,HOLLAND PARK, , ,Hard,Easy,Medium,
10350,,Lestrange Terrace Zone C - private buses,VICTORIA PARK RD, ,501235.6,6963816,-27.449146,153.012504,KELVIN GROVE, , ,, , ,
10351,300954,Hough Lane,Harcourt St,Commercial Rd,504540.9,6963227,-27.454457,153.045954,TENERIFFE,Intermediate,N,Easy,Hard,Hard,23/04/2007
10352,300941,Hough Lane,Harcourt St,Commercial Rd,504444.5,6963135.4,-27.455284,153.044979,TENERIFFE,Regular,N,, , ,23/04/2007
10353,,The Fiveways - 9,MAIN ST, ,503539.7,6959775.4,-27.485621,153.035832,WOOLLOONGABBA, , ,, , ,
10354,,Seville Shops - 48,CRADOCK ST, ,507308.9,6955812.2,-27.521385,153.074012,HOLLAND PARK, , ,Medium,Easy,Hard,
10355,302439,Osborne North - 51,Osborne Rd,Camelia Pullen Rd,497939.3,6969010.3,-27.402251,152.979155,EVERTON PARK,Intermediate,N,Medium,Medium,Easy,10/04/2007
10356,,Mar Street - 49,CRADOCK ST, ,507501.7,6955626.2,-27.523064,153.075965,HOLLAND PARK, , ,, , ,
10357,,Pullen Road - District Stop,PULLEN RD, ,498624.7,6968960.2,-27.402704,152.986088,EVERTON PARK, , ,, , ,
10358,305272,Glindemann Drive - 47B,Glindemann Dr,Seville Rd,507008.5,6955654.8,-27.522808,153.070971,HOLLAND PARK,Regular with seat,Y,Medium,Easy,Hard,1/11/2011
10359,303709,Norm Buchan Park East - 12,Rainworth Rd,Baroona Rd,499183.5,6961988.9,-27.465642,152.991736,BARDON,Regular,Y,Easy,Medium,Medium,13/04/2007
10360,305273,Glindemann Drive - 47B,Glindemann Dr,Seville Rd,507025.1,6955652.2,-27.522831,153.071139,HOLLAND PARK,Regular with seat,Y,Medium, ,Hard,1/11/2011
10361,,"City Sights Stop """"""""South Bank Parklands"""""""" Grey Stree",GREY ST, ,502153.8,6960535.4,-27.478763,153.021801,SOUTH BRISBANE, , ,Medium,Easy,Easy,
10362,305271,Seville Road - 47C,Seville Rd,Glindemann Dr,507105.5,6955653.7,-27.522817,153.071953,HOLLAND PARK,Regular with seat,Y,Medium,Hard,Hard,24/05/2007
10363,302912,QUT Victoria Park Rd,Victoria Park Rd,Musk Av,501579,6963490.3,-27.452087,153.015979,KELVIN GROVE,Premium,Y,Medium,Medium,Easy,18/04/2007
10364,305274,Seville Road - 47C,Seville Rd,Dobbie St,507111.9,6955672.9,-27.522644,153.072017,HOLLAND PARK,Regular with seat,Y,Medium,Medium,Easy,1/11/2011
10365,,Captain Cook Bridge Holding Stop,GARDENS POINT RD, ,502615.4,6960694.1,-27.477329,153.026474,BRISBANE CITY, , ,, , ,
10366,305727,Cremin Street - 60/45,Kessels Rd,Cremin St,507928.7,6951497.9,-27.560331,153.080316,UPPER MOUNT GRAVATT,Regular,Y,Medium,Easy,Medium,29/05/2007
10367,300426,Cremin Street - 45/60,Kessels Rd,Cremin St,507870.1,6951507.7,-27.560243,153.079722,UPPER MOUNT GRAVATT,Intermediate,Y,Medium,Easy,Hard,21/03/2007
10368,306080,St Bernard - 42,Logan Rd,Lindwall St,507870.8,6952202.7,-27.553968,153.079725,UPPER MOUNT GRAVATT,Intermediate,Y,, , ,31/05/2007
10369,305481,Piccadilly Way,Compton Rd,Piccadilly Wy,507252.7,6945776.6,-27.611986,153.073503,RUNCORN,Regular,Y,Hard,Medium,Easy,24/05/2007
10370,305257,Elgar Street - 47A,Elgar St,Olroy St,506947.6,6955837.6,-27.521158,153.070353,HOLLAND PARK,Intermediate,N,Hard,Easy,Hard,24/05/2007
10371,300922,Wren Street - 25,Upper Lancaster Rd,Wren St,505665.8,6965910.7,-27.430224,153.057326,ASCOT,Regular with seat,Y,Medium, ,Easy,20/04/2007
10372,305253,Greenmount Avenue - 45,Holland Rd,Murton Av,506889.3,6956297.5,-27.517006,153.06976,HOLLAND PARK,Intermediate,Y,Medium,Medium,Easy,24/05/2007
10373,302457,DAWSON / CASEY,Dawson Pde,Casey St,496176,6969142.2,-27.401056,152.961319,KEPERRA,Regular,Y,Medium,Medium,Hard,10/04/2007
10374,303489,Bredden Street - 32,Moggill Rd,Chapel Hill Rd,495286.1,6957278.4,-27.50816,152.952272,CHAPEL HILL,Regular with seat,Y,Hard,Hard,Easy,28/02/2011
10375,302450,DAWSON / MADSEN,Dawson Pde,Madsen St,496211.2,6968957.4,-27.402725,152.961675,KEPERRA,Intermediate,Y,Medium,Easy,Medium,10/04/2007
10376,,"Marshall Lane"""""""" Moggill Road", , ,495063.3,6957349.1,-27.507521,152.950016,KENMORE, , ,, , ,
10377,303553,Marshall Lane - 36,Marshall La,Gilruth Rd,494745.2,6956689.5,-27.513475,152.946793,KENMORE,Intermediate,N,Medium,Hard,Hard,11/04/2007
10378,303381,"Rafting Ground Park"""""""" Moggill Road",Moggill Rd,Pullenvale Rd,492372.9,6955925.4,-27.520362,152.922767,BROOKFIELD,Intermediate,Y,Easy,Medium,Easy,19/11/2010
10379,302644,Gilliat Street - 36B,Gilliat St,Camoola St,494593.1,6967867.1,-27.412563,152.945302,KEPERRA,Regular with seat,Y,Medium,Easy,Hard,15/03/2011
10380,303374,Lanark Street - 39A,Lanark St,Kilkivan Av,493348.4,6956800.3,-27.512468,152.93265,KENMORE,Regular with seat,N,Hard,Hard,Hard,5/04/2007
10381,302727,Davies Road - 33,Davies Rd,Coolibah St,497599.6,6963194.7,-27.454754,152.975708,ASHGROVE,Regular with seat,Y,Medium,Easy,Hard,13/04/2007
10383,,Arthur Terrace - 15A,ARTHUR TCE, ,499433.2,6963664.2,-27.450517,152.994264,RED HILL, , ,, , ,
10384,,Kayes Rocks - 15, , ,499397.7,6959431.2,-27.488733,152.993903,TOOWONG, , ,, , ,
